"TimeWindow","Topic","Discipline","Weight"
"2006_2012","9","Ecology",766
"2006_2012","9","Economics",5
"2006_2012","9","Education",2
"2006_2012","9","Endocrinology & Metabolism",1
"2006_2012","9","Energy & Fuels",7
"2006_2012","9","Engineering",28
"2006_2012","9","Entomology",97
"2006_2012","9","Environmental Studies",29
"2006_2012","9","Evolutionary Biology",187
"2006_2012","9","Fisheries",50
"2006_2012","9","Food Science & Technology",13
"2006_2012","9","Forestry",67
"2006_2012","9","Gastroenterology & Hepatology",1
"2006_2012","9","Genetics & Heredity",124
"2006_2012","9","Geochemistry & Geophysics",1
"2006_2012","9","Geography",43
"2006_2012","9","Geology",75
"2006_2012","9","Geosciences, Multidisciplinary",57
"2006_2012","9","Government & Law",3
"2006_2012","9","Health Care Sciences & Services",1
"2006_2012","9","Health Policy & Services",1
"2006_2012","9","History",2
"2006_2012","9","Horticulture",13
"2006_2012","9","Imaging Science & Photographic Technology",12
"2006_2012","9","Immunology",19
"2006_2012","9","Infectious Diseases",8
"2006_2012","9","Instruments & Instrumentation",2
"2006_2012","9","International Relations",1
"2006_2012","9","Law",2
"2006_2012","9","Legal Medicine",1
"2006_2012","9","Life Sciences & Biomedicine - Other Topics",100
"2006_2012","9","Limnology",32
"2006_2012","9","Marine & Freshwater Biology",291
"2006_2012","9","Materials Science",4
"2006_2012","9","Mathematical & Computational Biology",15
"2006_2012","9","Mathematics",8
"2006_2012","9","Mechanics",1
"2006_2012","9","Medical Subscience",1
"2006_2012","9","Medicine, Legal",1
"2006_2012","9","Meteorology & Atmospheric Sciences",11
"2006_2012","9","Microbiology",67
"2006_2012","9","Multidisciplinary Sciences",85
"2006_2012","9","Mycology",21
"2006_2012","9","Neurosciences",4
"2006_2012","9","Obstetrics & Gynecology",1
"2006_2012","9","Oceanography",101
"2006_2012","9","Oncology",4
"2006_2012","9","Operations Research & Management Science",2
"2006_2012","9","Optics",2
"2006_2012","9","Ornithology",32
"2006_2012","9","Paleontology",61
"2006_2012","9","Parasitology",11
"2006_2012","9","Pharmacology & Pharmacy",6
"2006_2012","9","Physical Geography",35
"2006_2012","9","Physics",5
"2006_2012","9","Physiology",5
"2006_2012","9","Planning & Development",3
"2006_2012","9","Plant Sciences",200
"2006_2012","9","Political Science",1
"2006_2012","9","Psychiatry",2
"2006_2012","9","Psychology",2
"2006_2012","9","Public Administration",5
"2006_2012","9","Public, Environmental & Occupational Health",4
"2006_2012","9","Radiology, Nuclear Medicine & Medical Imaging",2
"2006_2012","9","Remote Sensing",15
"2006_2012","9","Reproductive Biology",2
"2006_2012","9","Science & Technology - Other Topics",85
"2006_2012","9","Social Sciences",3
"2006_2012","9","Sociology",7
"2006_2012","9","Soil Science",13
"2006_2012","9","Statistics & Probability",1
"2006_2012","9","Telecommunications",6
"2006_2012","9","Thermodynamics",1
"2006_2012","9","Toxicology",4
"2006_2012","9","Tropical Medicine",1
"2006_2012","9","Urban Studies",1
"2006_2012","9","Veterinary Sciences",11
"2006_2012","9","Virology",8
"2006_2012","9","Water Resources",26
"2006_2012","9","Women's Studies",1
"2006_2012","9","Zoology",193
"1990_1995","10","Agriculture",29
"1990_1995","10","Agronomy",26
"1990_1995","10","Allergy",1
"1990_1995","10","Anthropology",3
"1990_1995","10","Behavioral Sciences",3
"1990_1995","10","Biochemical Research Methods",6
"1990_1995","10","Biochemistry & Molecular Biology",82
"1990_1995","10","Biodiversity Conservation",3
"1990_1995","10","Biology",25
"1990_1995","10","Biophysics",6
"1990_1995","10","Biotechnology & Applied Microbiology",33
"1990_1995","10","Cell Biology",23
"1990_1995","10","Cell & Tissue Engineering",1
"1990_1995","10","Chemistry",8
"1990_1995","10","Computer Science",5
"1990_1995","10","Developmental Biology",4
"1990_1995","10","Ecology",28
"1990_1995","10","Energy & Fuels",1
"1990_1995","10","Engineering",4
"1990_1995","10","Entomology",7
"1990_1995","10","Environmental Studies",1
"1990_1995","10","Evolutionary Biology",37
"1990_1995","10","Fisheries",10
"1990_1995","10","Food Science & Technology",2
"1990_1995","10","Forestry",6
"1990_1995","10","Gastroenterology & Hepatology",2
"1990_1995","10","General & Internal Medicine",1
"1990_1995","10","Genetics & Heredity",94
"1990_1995","10","Geology",3
"1990_1995","10","Geosciences, Multidisciplinary",3
"1990_1995","10","Health Care Sciences & Services",1
"1990_1995","10","Hematology",3
"1990_1995","10","Horticulture",19
"1990_1995","10","Immunology",46
"1990_1995","10","Infectious Diseases",5
"1990_1995","10","Life Sciences & Biomedicine - Other Topics",25
"1990_1995","10","Limnology",1
"1990_1995","10","Marine & Freshwater Biology",15
"1990_1995","10","Mathematical & Computational Biology",3
"1990_1995","10","Medical Subscience",1
"1990_1995","10","Medicine, General & Internal",1
"1990_1995","10","Medicine, Research & Experimental",7
"1990_1995","10","Microbiology",40
"1990_1995","10","Multidisciplinary Sciences",34
"1990_1995","10","Mycology",1
"1990_1995","10","Neurosciences",6
"1990_1995","10","Oceanography",2
"1990_1995","10","Oncology",11
"1990_1995","10","Operations Research & Management Science",1
"1990_1995","10","Paleontology",3
"1990_1995","10","Parasitology",5
"1990_1995","10","Pathology",1
"1990_1995","10","Pharmacology & Pharmacy",3
"1990_1995","10","Physiology",7
"1990_1995","10","Plant Sciences",53
"1990_1995","10","Psychology",1
"1990_1995","10","Public, Environmental & Occupational Health",3
"1990_1995","10","Research & Experimental Medicine",7
"1990_1995","10","Science & Technology - Other Topics",34
"1990_1995","10","Sociology",1
"1990_1995","10","Soil Science",1
"1990_1995","10","Toxicology",3
"1990_1995","10","Transplantation",2
"1990_1995","10","Tropical Medicine",3
"1990_1995","10","Urology & Nephrology",1
"1990_1995","10","Veterinary Sciences",2
"1990_1995","10","Virology",21
"1990_1995","10","Water Resources",1
"1990_1995","10","Zoology",8
"1996_2000","10","Agriculture",66
"1996_2000","10","Agronomy",57
"1996_2000","10","Allergy",3
"1996_2000","10","Anatomy & Morphology",2
"1996_2000","10","Anthropology",14
"1996_2000","10","Archaeology",2
"1996_2000","10","Automation & Control Systems",2
"1996_2000","10","Behavioral Sciences",2
"1996_2000","10","Biochemical Research Methods",8
"1996_2000","10","Biochemistry & Molecular Biology",129
"1996_2000","10","Biodiversity Conservation",5
"1996_2000","10","Biology",30
"1996_2000","10","Biophysics",7
"1996_2000","10","Biotechnology & Applied Microbiology",68
"1996_2000","10","Cardiology",1
"1996_2000","10","Cell Biology",31
"1996_2000","10","Chemistry",29
"1996_2000","10","Computer Science",11
"1996_2000","10","Crystallography",1
"1996_2000","10","Dentistry, Oral Surgery & Medicine",1
"1996_2000","10","Developmental Biology",7
"1996_2000","10","Ecology",61
"1996_2000","10","Education",1
"1996_2000","10","Endocrinology & Metabolism",2
"1996_2000","10","Engineering",16
"1996_2000","10","Entomology",7
"1996_2000","10","Environmental Studies",2
"1996_2000","10","Ergonomics",1
"1996_2000","10","Evolutionary Biology",53
"1996_2000","10","Fisheries",9
"1996_2000","10","Food Science & Technology",4
"1996_2000","10","Forestry",2
"1996_2000","10","Gastroenterology & Hepatology",8
"1996_2000","10","General & Internal Medicine",2
"1996_2000","10","Genetics & Heredity",151
"1996_2000","10","Geography",2
"1996_2000","10","Geology",4
"1996_2000","10","Geosciences, Multidisciplinary",4
"1996_2000","10","Health Care Sciences & Services",1
"1996_2000","10","Health Policy & Services",1
"1996_2000","10","Horticulture",32
"1996_2000","10","Immunology",78
"1996_2000","10","Infectious Diseases",17
"1996_2000","10","Integrative & Complementary Medicine",1
"1996_2000","10","Legal Medicine",1
"1996_2000","10","Life Sciences & Biomedicine - Other Topics",30
"1996_2000","10","Limnology",2
"1996_2000","10","Marine & Freshwater Biology",22
"1996_2000","10","Materials Science",1
"1996_2000","10","Mathematical & Computational Biology",3
"1996_2000","10","Mathematics",3
"1996_2000","10","Mechanics",1
"1996_2000","10","Medicine, General & Internal",2
"1996_2000","10","Medicine, Legal",1
"1996_2000","10","Medicine, Research & Experimental",7
"1996_2000","10","Meteorology & Atmospheric Sciences",1
"1996_2000","10","Microbiology",95
"1996_2000","10","Multidisciplinary Sciences",27
"1996_2000","10","Mycology",4
"1996_2000","10","Neurosciences",10
"1996_2000","10","Nutrition & Dietetics",2
"1996_2000","10","Oceanography",3
"1996_2000","10","Oncology",8
"1996_2000","10","Operations Research & Management Science",1
"1996_2000","10","Paleontology",3
"1996_2000","10","Parasitology",10
"1996_2000","10","Pathology",9
"1996_2000","10","Pharmacology & Pharmacy",16
"1996_2000","10","Physical Geography",2
"1996_2000","10","Physiology",7
"1996_2000","10","Plant Sciences",105
"1996_2000","10","Psychiatry",1
"1996_2000","10","Public, Environmental & Occupational Health",7
"1996_2000","10","Reproductive Biology",1
"1996_2000","10","Research & Experimental Medicine",7
"1996_2000","10","Respiratory System",2
"1996_2000","10","Robotics",1
"1996_2000","10","Science & Technology - Other Topics",27
"1996_2000","10","Social Sciences",1
"1996_2000","10","Soil Science",4
"1996_2000","10","Substance Abuse",1
"1996_2000","10","Surgery",1
"1996_2000","10","Toxicology",10
"1996_2000","10","Transplantation",1
"1996_2000","10","Transportation",1
"1996_2000","10","Tropical Medicine",4
"1996_2000","10","Urban Studies",1
"1996_2000","10","Urology & Nephrology",1
"1996_2000","10","Veterinary Sciences",5
"1996_2000","10","Virology",19
"1996_2000","10","Water Resources",9
"1996_2000","10","Zoology",17
"2001_2005","10","Agriculture",12
"2001_2005","10","Agronomy",12
"2001_2005","10","Anatomy & Morphology",1
"2001_2005","10","Anthropology",2
"2001_2005","10","Behavioral Sciences",1
"2001_2005","10","Biochemical Research Methods",3
"2001_2005","10","Biochemistry & Molecular Biology",36
"2001_2005","10","Biodiversity Conservation",7
"2001_2005","10","Biology",11
"2001_2005","10","Biomedical Social Sciences",1
"2001_2005","10","Biophysics",4
"2001_2005","10","Biotechnology & Applied Microbiology",12
"2001_2005","10","Cell Biology",11
"2001_2005","10","Cell & Tissue Engineering",1
"2001_2005","10","Chemistry",7
"2001_2005","10","Clinical Neurology",1
"2001_2005","10","Computer Science",6
"2001_2005","10","Ecology",38
"2001_2005","10","Engineering",5
"2001_2005","10","Entomology",4
"2001_2005","10","Evolutionary Biology",28
"2001_2005","10","Fisheries",3
"2001_2005","10","Food Science & Technology",2
"2001_2005","10","Forestry",3
"2001_2005","10","Gastroenterology & Hepatology",3
"2001_2005","10","Genetics & Heredity",39
"2001_2005","10","Geography",2
"2001_2005","10","Geology",2
"2001_2005","10","Geosciences, Multidisciplinary",1
"2001_2005","10","Horticulture",7
"2001_2005","10","Immunology",21
"2001_2005","10","Infectious Diseases",9
"2001_2005","10","Life Sciences & Biomedicine - Other Topics",11
"2001_2005","10","Limnology",3
"2001_2005","10","Marine & Freshwater Biology",10
"2001_2005","10","Mathematical & Computational Biology",1
"2001_2005","10","Microbiology",24
"2001_2005","10","Multidisciplinary Sciences",17
"2001_2005","10","Mycology",2
"2001_2005","10","Neurosciences",2
"2001_2005","10","Nutrition & Dietetics",1
"2001_2005","10","Oceanography",5
"2001_2005","10","Oncology",2
"2001_2005","10","Operations Research & Management Science",1
"2001_2005","10","Paleontology",4
"2001_2005","10","Parasitology",7
"2001_2005","10","Pathology",2
"2001_2005","10","Pharmacology & Pharmacy",3
"2001_2005","10","Physical Geography",2
"2001_2005","10","Physiology",2
"2001_2005","10","Plant Sciences",19
"2001_2005","10","Public, Environmental & Occupational Health",2
"2001_2005","10","Science & Technology - Other Topics",17
"2001_2005","10","Social Sciences",1
"2001_2005","10","Soil Science",1
"2001_2005","10","Surgery",1
"2001_2005","10","Toxicology",1
"2001_2005","10","Transplantation",1
"2001_2005","10","Tropical Medicine",1
"2001_2005","10","Urology & Nephrology",1
"2001_2005","10","Virology",7
"2001_2005","10","Water Resources",4
"2001_2005","10","Zoology",9
"2006_2012","10","Biochemistry & Molecular Biology",4
"2006_2012","10","Biodiversity Conservation",1
"2006_2012","10","Biotechnology & Applied Microbiology",4
"2006_2012","10","Computer Science",1
"2006_2012","10","Ecology",4
"2006_2012","10","Engineering",2
"2006_2012","10","Evolutionary Biology",2
"2006_2012","10","Food Science & Technology",1
"2006_2012","10","Genetics & Heredity",4
"2006_2012","10","Geography",1
"2006_2012","10","Immunology",1
"2006_2012","10","Microbiology",5
"2006_2012","10","Multidisciplinary Sciences",1
"2006_2012","10","Mycology",1
"2006_2012","10","Physical Geography",1
"2006_2012","10","Plant Sciences",2
"2006_2012","10","Respiratory System",1
"2006_2012","10","Science & Technology - Other Topics",1
"2006_2012","10","Zoology",1
"1990_1995","11","Agriculture",1
"1990_1995","11","Agronomy",1
"1990_1995","11","Biochemistry & Molecular Biology",2
"1990_1995","11","Biodiversity Conservation",1
"1990_1995","11","Biology",1
"1990_1995","11","Biotechnology & Applied Microbiology",2
"1990_1995","11","Cell Biology",1
"1990_1995","11","Ecology",7
"1990_1995","11","Entomology",1
"1990_1995","11","Evolutionary Biology",3
"1990_1995","11","Fisheries",1
"1990_1995","11","Genetics & Heredity",4
"1990_1995","11","Horticulture",1
"1990_1995","11","Immunology",1
"1990_1995","11","Life Sciences & Biomedicine - Other Topics",1
"1990_1995","11","Marine & Freshwater Biology",2
"1990_1995","11","Microbiology",4
"1990_1995","11","Pharmacology & Pharmacy",1
"1990_1995","11","Physiology",1
"1990_1995","11","Plant Sciences",2
"2001_2005","11","Biochemical Research Methods",1
"2001_2005","11","Biochemistry & Molecular Biology",3
"2001_2005","11","Biodiversity Conservation",2
"2001_2005","11","Biotechnology & Applied Microbiology",3
"2001_2005","11","Chemistry",1
"2001_2005","11","Ecology",3
"2001_2005","11","Evolutionary Biology",3
"2001_2005","11","Fisheries",1
"2001_2005","11","Genetics & Heredity",2
"2001_2005","11","Microbiology",1
"2001_2005","11","Ornithology",1
"2001_2005","11","Plant Sciences",2
"2001_2005","11","Zoology",1
"2006_2012","11","Agriculture",5
"2006_2012","11","Agronomy",4
"2006_2012","11","Biochemical Research Methods",1
"2006_2012","11","Biochemistry & Molecular Biology",10
"2006_2012","11","Biodiversity Conservation",3
"2006_2012","11","Biology",3
"2006_2012","11","Biotechnology & Applied Microbiology",10
"2006_2012","11","Ecology",11
"2006_2012","11","Environmental Studies",1
"2006_2012","11","Evolutionary Biology",13
"2006_2012","11","Fisheries",6
"2006_2012","11","Forestry",1
"2006_2012","11","Genetics & Heredity",6
"2006_2012","11","Geology",1
"2006_2012","11","Geosciences, Multidisciplinary",1
"2006_2012","11","Horticulture",1
"2006_2012","11","Immunology",1
"2006_2012","11","Life Sciences & Biomedicine - Other Topics",3
"2006_2012","11","Marine & Freshwater Biology",2
"2006_2012","11","Microbiology",16
"2006_2012","11","Microscopy",1
"2006_2012","11","Oceanography",1
"2006_2012","11","Parasitology",2
"2006_2012","11","Plant Sciences",10
"2006_2012","11","Reproductive Biology",1
"2006_2012","11","Soil Science",1
"2006_2012","11","Veterinary Sciences",2
"2006_2012","11","Virology",1
"2006_2012","11","Zoology",3
"1990_1995","12","Agriculture",2
"1990_1995","12","Agronomy",2
"1990_1995","12","Anthropology",2
"1990_1995","12","Biochemistry & Molecular Biology",3
"1990_1995","12","Biodiversity Conservation",1
"1990_1995","12","Biotechnology & Applied Microbiology",3
"1990_1995","12","Business",1
"1990_1995","12","Ecology",4
"1990_1995","12","Economics",1
"1990_1995","12","Environmental Studies",3
"1990_1995","12","Evolutionary Biology",3
"1990_1995","12","Genetics & Heredity",5
"1990_1995","12","Horticulture",2
"1990_1995","12","Microbiology",3
"1990_1995","12","Parasitology",1
"1990_1995","12","Plant Sciences",5
"1990_1995","12","Social Sciences",1
"1990_1995","12","Sociology",1
"1990_1995","12","Zoology",3
"1996_2000","12","Agriculture",40
"1996_2000","12","Agronomy",27
"1996_2000","12","Anatomy & Morphology",2
"1996_2000","12","Anthropology",5
"1996_2000","12","Automation & Control Systems",1
"1996_2000","12","Behavioral Sciences",2
"1996_2000","12","Biochemical Research Methods",8
"1996_2000","12","Biochemistry & Molecular Biology",59
"1996_2000","12","Biodiversity Conservation",17
"1996_2000","12","Biology",10
"1996_2000","12","Biomedical Social Sciences",1
"1996_2000","12","Biophysics",6
"1996_2000","12","Biotechnology & Applied Microbiology",44
"1996_2000","12","Business",3
"1996_2000","12","Cardiology",1
"1996_2000","12","Cell Biology",13
"1996_2000","12","Chemistry",16
